tokens
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3S', 'ARGAC1S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO2P', 'ARGAC1S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3P', 'ARGAC1S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO1S', 'ARGAC2S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3S', 'ARGAC2S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO1P', 'ARGAC2S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3P', 'ARGAC2S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO1S', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO2S', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3S', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO1P', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO2P', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3P', 'ARGAC3S', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO2S', 'ARGAC1P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3S', 'ARGAC1P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO2P', 'ARGAC1P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3P', 'ARGAC1P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO1S', 'ARGAC2P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3S', 'ARGAC2P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO1P', 'ARGAC2P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3P', 'ARGAC2P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO1S', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO2S', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3S', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO1P', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO2P', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'ARGNO3P', 'ARGAC3P', 'SBJV', 'PRF', '<eos>']"
"['<bos>', 'ა', 'ხ', 'ს', 'ო', 'ვ', 'ს', 'V.MSDR', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3S', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3P', 'IND', 'IPFV', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC2S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC2S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1P', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2S', 'ARGAC1P', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC1P', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO2P', 'ARGAC1P', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3P', 'ARGAC1P', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO1S', 'ARGAC2P', 'COND', '<eos>']"
"['<bos>', 'ე', 'ს', 'წ', 'რ', 'ე', 'ბ', 'ა', 'ARGNO3S', 'ARGAC2P', 'COND', '<eos>']"
