lemma,tag,lemma_length,form_length
უხარია,V;ARGNO2S;IND;PRF,6,10
უხარია,V;ARGNO3S;IND;PRF,6,9
უხარია,V;ARGNO1P;IND;PRF,6,11
უხარია,V;ARGNO2P;IND;PRF,6,11
უხარია,V;ARGNO3P;IND;PRF,6,10
უხარია,V;ARGNO1S;IND;PST;PRF,6,11
უხარია,V;ARGNO2S;IND;PST;PRF,6,11
უხარია,V;ARGNO3S;IND;PST;PRF,6,10
უხარია,V;ARGNO1P;IND;PST;PRF,6,12
უხარია,V;ARGNO2P;IND;PST;PRF,6,12
უხარია,V;ARGNO3P;IND;PST;PRF,6,11
უხარია,V;ARGNO1S;SBJV;PRF,6,12
უხარია,V;ARGNO2S;SBJV;PRF,6,12
უხარია,V;ARGNO3S;SBJV;PRF,6,11
უხარია,V;ARGNO1P;SBJV;PRF,6,13
უხარია,V;ARGNO2P;SBJV;PRF,6,12
უხარია,V;ARGNO3P;SBJV;PRF,6,11
უხარია,V;V.MSDR;IPFV,6,8
ეცინება,V;ARGNO1S;IND;PRS,7,8
ეცინება,V;ARGNO2S;IND;PRS,7,8
ეცინება,V;ARGNO3S;IND;PRS,7,7
ეცინება,V;ARGNO1P;IND;PRS,7,9
ეცინება,V;ARGNO2P;IND;PRS,7,9
ეცინება,V;ARGNO3P;IND;PRS,7,8
ეცინება,V;ARGNO1S;IND;IPFV,7,10
ეცინება,V;ARGNO2S;IND;IPFV,7,10
ეცინება,V;ARGNO3S;IND;IPFV,7,9
ეცინება,V;ARGNO1P;IND;IPFV,7,11
ეცინება,V;ARGNO2P;IND;IPFV,7,11
ეცინება,V;ARGNO3P;IND;IPFV,7,10
ეცინება,V;ARGNO1S;SBJV;PRS,7,11
ეცინება,V;ARGNO2S;SBJV;PRS,7,11
ეცინება,V;ARGNO3S;SBJV;PRS,7,10
ეცინება,V;ARGNO1P;SBJV;PRS,7,12
ეცინება,V;ARGNO2P;SBJV;PRS,7,11
ეცინება,V;ARGNO3P;SBJV;PRS,7,10
ეცინება,V;ARGNO1S;IND;FUT,7,10
ეცინება,V;ARGNO2S;IND;FUT,7,10
ეცინება,V;ARGNO3S;IND;FUT,7,9
ეცინება,V;ARGNO1P;IND;FUT,7,11
ეცინება,V;ARGNO2P;IND;FUT,7,11
ეცინება,V;ARGNO3P;IND;FUT,7,10
ეცინება,V;ARGNO1S;COND,7,12
ეცინება,V;ARGNO2S;COND,7,12
ეცინება,V;ARGNO3S;COND,7,11
ეცინება,V;ARGNO1P;COND,7,13
ეცინება,V;ARGNO2P;COND,7,13
ეცინება,V;ARGNO3P;COND,7,12
ეცინება,V;ARGNO1S;SBJV;FUT,7,13
ეცინება,V;ARGNO2S;SBJV;FUT,7,13
ეცინება,V;ARGNO3S;SBJV;FUT,7,12
ეცინება,V;ARGNO1P;SBJV;FUT,7,14
ეცინება,V;ARGNO2P;SBJV;FUT,7,13
ეცინება,V;ARGNO3P;SBJV;FUT,7,12
ეცინება,V;ARGNO1S;IND;PRF,7,10
ეცინება,V;ARGNO2S;IND;PRF,7,10
ეცინება,V;ARGNO3S;IND;PRF,7,10
ეცინება,V;ARGNO1P;IND;PRF,7,11
ეცინება,V;ARGNO2P;IND;PRF,7,11
ეცინება,V;ARGNO3P;IND;PRF,7,11
ეცინება,V;ARGNO1S;IND;PST;PRF,7,11
ეცინება,V;ARGNO2S;IND;PST;PRF,7,11
ეცინება,V;ARGNO3S;IND;PST;PRF,7,11
ეცინება,V;ARGNO1P;IND;PST;PRF,7,12
ეცინება,V;ARGNO2P;IND;PST;PRF,7,12
ეცინება,V;ARGNO3P;IND;PST;PRF,7,12
ეცინება,V;ARGNO1S;SBJV;PRF,7,12
ეცინება,V;ARGNO2S;SBJV;PRF,7,12
ეცინება,V;ARGNO3S;SBJV;PRF,7,12
ეცინება,V;ARGNO1P;SBJV;PRF,7,13
ეცინება,V;ARGNO2P;SBJV;PRF,7,12
ეცინება,V;ARGNO3P;SBJV;PRF,7,12
ეცინება,V;V.MSDR;IPFV,7,8
სძინავს,V;ARGNO1S;IND;PRS,7,7
სძინავს,V;ARGNO2S;IND;PRS,7,7
სძინავს,V;ARGNO3S;IND;PRS,7,7
სძინავს,V;ARGNO1P;IND;PRS,7,8
სძინავს,V;ARGNO2P;IND;PRS,7,7
სძინავს,V;ARGNO3P;IND;PRS,7,7
სძინავს,V;ARGNO1S;IND;FUT,7,8
სძინავს,V;ARGNO2S;IND;FUT,7,8
სძინავს,V;ARGNO3S;IND;FUT,7,7
სძინავს,V;ARGNO1P;IND;FUT,7,9
სძინავს,V;ARGNO2P;IND;FUT,7,9
სძინავს,V;ARGNO3P;IND;FUT,7,8
სძინავს,V;ARGNO1S;COND,7,10
სძინავს,V;ARGNO2S;COND,7,10
სძინავს,V;ARGNO3S;COND,7,9
სძინავს,V;ARGNO1P;COND,7,11
სძინავს,V;ARGNO2P;COND,7,11
სძინავს,V;ARGNO3P;COND,7,10
სძინავს,V;ARGNO1S;SBJV;FUT,7,11
სძინავს,V;ARGNO2S;SBJV;FUT,7,11
სძინავს,V;ARGNO3S;SBJV;FUT,7,10
სძინავს,V;ARGNO1P;SBJV;FUT,7,12
სძინავს,V;ARGNO2P;SBJV;FUT,7,11
სძინავს,V;ARGNO3P;SBJV;FUT,7,10
სძინავს,V;ARGNO1S;IND;IPFV,7,6
სძინავს,V;ARGNO2S;IND;IPFV,7,6
სძინავს,V;ARGNO3S;IND;IPFV,7,5
სძინავს,V;ARGNO1P;IND;IPFV,7,7
სძინავს,V;ARGNO2P;IND;IPFV,7,7
სძინავს,V;ARGNO3P;IND;IPFV,7,6
სძინავს,V;ARGNO1S;SBJV;PRS,7,7
სძინავს,V;ARGNO2S;SBJV;PRS,7,7
სძინავს,V;ARGNO3S;SBJV;PRS,7,6
სძინავს,V;ARGNO1P;SBJV;PRS,7,8
სძინავს,V;ARGNO2P;SBJV;PRS,7,7
სძინავს,V;ARGNO3P;SBJV;PRS,7,6
სძინავს,V;ARGNO1S;IND;PRF,7,8
სძინავს,V;ARGNO2S;IND;PRF,7,8
სძინავს,V;ARGNO3S;IND;PRF,7,8
სძინავს,V;ARGNO1P;IND;PRF,7,9
სძინავს,V;ARGNO2P;IND;PRF,7,9
სძინავს,V;ARGNO3P;IND;PRF,7,9
სძინავს,V;ARGNO1S;IND;PST;PRF,7,9
სძინავს,V;ARGNO2S;IND;PST;PRF,7,9
სძინავს,V;ARGNO3S;IND;PST;PRF,7,9
სძინავს,V;ARGNO1P;IND;PST;PRF,7,10
სძინავს,V;ARGNO2P;IND;PST;PRF,7,10
სძინავს,V;ARGNO3P;IND;PST;PRF,7,10
სძინავს,V;ARGNO1S;SBJV;PRF,7,10
სძინავს,V;ARGNO2S;SBJV;PRF,7,10
სძინავს,V;ARGNO3S;SBJV;PRF,7,10
სძინავს,V;ARGNO1P;SBJV;PRF,7,11
სძინავს,V;ARGNO2P;SBJV;PRF,7,10
სძინავს,V;ARGNO3P;SBJV;PRF,7,10
სძინავს,V;V.MSDR;IPFV,7,4
იბადება,V;ARGNO1S;IND;PRS,7,8
იბადება,V;ARGNO2S;IND;PRS,7,7
იბადება,V;ARGNO3S;IND;PRS,7,7
იბადება,V;ARGNO1P;IND;PRS,7,9
იბადება,V;ARGNO2P;IND;PRS,7,8
იბადება,V;ARGNO3P;IND;PRS,7,9
იბადება,V;ARGNO1S;IND;IPFV,7,10
იბადება,V;ARGNO2S;IND;IPFV,7,9
იბადება,V;ARGNO3S;IND;IPFV,7,9
იბადება,V;ARGNO1P;IND;IPFV,7,11
იბადება,V;ARGNO2P;IND;IPFV,7,10
იბადება,V;ARGNO3P;IND;IPFV,7,11
იბადება,V;ARGNO1S;SBJV;PRS,7,10
იბადება,V;ARGNO2S;SBJV;PRS,7,9
იბადება,V;ARGNO3S;SBJV;PRS,7,10
იბადება,V;ARGNO1P;SBJV;PRS,7,11
იბადება,V;ARGNO2P;SBJV;PRS,7,10
იბადება,V;ARGNO3P;SBJV;PRS,7,11
იბადება,V;ARGNO1S;IND;FUT,7,10
იბადება,V;ARGNO2S;IND;FUT,7,9
იბადება,V;ARGNO3S;IND;FUT,7,9
იბადება,V;ARGNO1P;IND;FUT,7,11
იბადება,V;ARGNO2P;IND;FUT,7,10
იბადება,V;ARGNO3P;IND;FUT,7,11
იბადება,V;ARGNO1S;COND,7,12
იბადება,V;ARGNO2S;COND,7,11
იბადება,V;ARGNO3S;COND,7,11
იბადება,V;ARGNO1P;COND,7,13
იბადება,V;ARGNO2P;COND,7,12
იბადება,V;ARGNO3P;COND,7,13
იბადება,V;ARGNO1S;SBJV;FUT,7,12
იბადება,V;ARGNO2S;SBJV;FUT,7,11
იბადება,V;ARGNO3S;SBJV;FUT,7,12
იბადება,V;ARGNO1P;SBJV;FUT,7,13
იბადება,V;ARGNO2P;SBJV;FUT,7,12
იბადება,V;ARGNO3P;SBJV;FUT,7,13
იბადება,V;ARGNO1S;IND;PST;PFV,7,8
იბადება,V;ARGNO2S;IND;PST;PFV,7,7
იბადება,V;ARGNO3S;IND;PST;PFV,7,7
იბადება,V;ARGNO1P;IND;PST;PFV,7,9
იბადება,V;ARGNO2P;IND;PST;PFV,7,8
იბადება,V;ARGNO3P;IND;PST;PFV,7,9
იბადება,V;ARGNO2S;IMP,7,7
იბადება,V;ARGNO2P;IMP,7,8
იბადება,V;ARGNO1S;OPT,7,8
იბადება,V;ARGNO2S;OPT,7,7
იბადება,V;ARGNO3S;OPT,7,8
იბადება,V;ARGNO1P;OPT,7,9
იბადება,V;ARGNO2P;OPT,7,8
იბადება,V;ARGNO3P;OPT,7,8
იბადება,V;ARGNO1P;IMP,7,9
იბადება,V;ARGNO3S;IMP,7,8
იბადება,V;ARGNO3P;IMP,7,8
იბადება,V;ARGNO1S;IND;PRF,7,13
იბადება,V;ARGNO2S;IND;PRF,7,12
იბადება,V;ARGNO3S;IND;PRF,7,10
იბადება,V;ARGNO1P;IND;PRF,7,14
იბადება,V;ARGNO2P;IND;PRF,7,13
იბადება,V;ARGNO3P;IND;PRF,7,11
იბადება,V;ARGNO1S;IND;PST;PRF,7,15
იბადება,V;ARGNO2S;IND;PST;PRF,7,14
იბადება,V;ARGNO3S;IND;PST;PRF,7,12
იბადება,V;ARGNO1P;IND;PST;PRF,7,16
იბადება,V;ARGNO2P;IND;PST;PRF,7,15
იბადება,V;ARGNO3P;IND;PST;PRF,7,15
იბადება,V;ARGNO1S;SBJV;PRF,7,13
იბადება,V;ARGNO2S;SBJV;PRF,7,12
იბადება,V;ARGNO3S;SBJV;PRF,7,13
იბადება,V;ARGNO1P;SBJV;PRF,7,14
იბადება,V;ARGNO2P;SBJV;PRF,7,13
იბადება,V;ARGNO3P;SBJV;PRF,7,13
იბადება,V;V.MSDR;PRF,7,8
შენდება,V;ARGNO1S;IND;PRS,7,8
შენდება,V;ARGNO2S;IND;PRS,7,7
შენდება,V;ARGNO3S;IND;PRS,7,7
შენდება,V;ARGNO1P;IND;PRS,7,9
შენდება,V;ARGNO2P;IND;PRS,7,8
შენდება,V;ARGNO3P;IND;PRS,7,9
შენდება,V;ARGNO1S;IND;IPFV,7,10
შენდება,V;ARGNO2S;IND;IPFV,7,9
შენდება,V;ARGNO3S;IND;IPFV,7,9
შენდება,V;ARGNO1P;IND;IPFV,7,11
შენდება,V;ARGNO2P;IND;IPFV,7,10
შენდება,V;ARGNO3P;IND;IPFV,7,11
შენდება,V;ARGNO1S;SBJV;PRS,7,10
შენდება,V;ARGNO2S;SBJV;PRS,7,9
შენდება,V;ARGNO3S;SBJV;PRS,7,10
შენდება,V;ARGNO1P;SBJV;PRS,7,11
შენდება,V;ARGNO2P;SBJV;PRS,7,10
შენდება,V;ARGNO3P;SBJV;PRS,7,11
შენდება,V;ARGNO1S;IND;FUT,7,9
შენდება,V;ARGNO2S;IND;FUT,7,8
შენდება,V;ARGNO3S;IND;FUT,7,8
შენდება,V;ARGNO1P;IND;FUT,7,10
შენდება,V;ARGNO2P;IND;FUT,7,9
შენდება,V;ARGNO3P;IND;FUT,7,10
შენდება,V;ARGNO1S;COND,7,11
შენდება,V;ARGNO2S;COND,7,10
შენდება,V;ARGNO3S;COND,7,10
შენდება,V;ARGNO1P;COND,7,12
შენდება,V;ARGNO2P;COND,7,11
შენდება,V;ARGNO3P;COND,7,12
შენდება,V;ARGNO1S;SBJV;FUT,7,11
შენდება,V;ARGNO2S;SBJV;FUT,7,10
შენდება,V;ARGNO3S;SBJV;FUT,7,11
შენდება,V;ARGNO1P;SBJV;FUT,7,12
შენდება,V;ARGNO2P;SBJV;FUT,7,11
შენდება,V;ARGNO3P;SBJV;FUT,7,12
შენდება,V;ARGNO1S;IND;PST;PFV,7,7
შენდება,V;ARGNO2S;IND;PST;PFV,7,6
შენდება,V;ARGNO3S;IND;PST;PFV,7,6
შენდება,V;ARGNO1P;IND;PST;PFV,7,8
შენდება,V;ARGNO2P;IND;PST;PFV,7,7
შენდება,V;ARGNO3P;IND;PST;PFV,7,8
შენდება,V;ARGNO2S;IMP,7,6
შენდება,V;ARGNO2P;IMP,7,7
შენდება,V;ARGNO1S;OPT,7,7
შენდება,V;ARGNO2S;OPT,7,6
შენდება,V;ARGNO3S;OPT,7,7
შენდება,V;ARGNO1P;OPT,7,8
შენდება,V;ARGNO2P;OPT,7,7
შენდება,V;ARGNO3P;OPT,7,8
შენდება,V;ARGNO1P;IMP,7,8
შენდება,V;ARGNO3S;IMP,7,7
შენდება,V;ARGNO3P;IMP,7,8
შენდება,V;ARGNO1S;IND;PRF,7,12
შენდება,V;ARGNO2S;IND;PRF,7,11
შენდება,V;ARGNO3S;IND;PRF,7,9
შენდება,V;ARGNO1P;IND;PRF,7,13
შენდება,V;ARGNO2P;IND;PRF,7,12
შენდება,V;ARGNO3P;IND;PRF,7,10
შენდება,V;ARGNO1S;IND;PST;PRF,7,14
შენდება,V;ARGNO2S;IND;PST;PRF,7,13
შენდება,V;ARGNO3S;IND;PST;PRF,7,11
შენდება,V;ARGNO1P;IND;PST;PRF,7,15
შენდება,V;ARGNO2P;IND;PST;PRF,7,14
შენდება,V;ARGNO3P;IND;PST;PRF,7,14
შენდება,V;ARGNO1S;SBJV;PRF,7,12
შენდება,V;ARGNO2S;SBJV;PRF,7,11
შენდება,V;ARGNO3S;SBJV;PRF,7,12
შენდება,V;ARGNO1P;SBJV;PRF,7,13
შენდება,V;ARGNO2P;SBJV;PRF,7,12
შენდება,V;ARGNO3P;SBJV;PRF,7,12
შენდება,V;V.MSDR;PRF,7,7
იწმინდება,V;ARGNO1S;IND;PRS,9,10
იწმინდება,V;ARGNO2S;IND;PRS,9,9
იწმინდება,V;ARGNO3S;IND;PRS,9,9
იწმინდება,V;ARGNO1P;IND;PRS,9,11
იწმინდება,V;ARGNO2P;IND;PRS,9,10
იწმინდება,V;ARGNO3P;IND;PRS,9,11
იწმინდება,V;ARGNO1S;IND;IPFV,9,12
იწმინდება,V;ARGNO2S;IND;IPFV,9,11
იწმინდება,V;ARGNO3S;IND;IPFV,9,11
იწმინდება,V;ARGNO1P;IND;IPFV,9,13
იწმინდება,V;ARGNO2P;IND;IPFV,9,12
იწმინდება,V;ARGNO3P;IND;IPFV,9,13
იწმინდება,V;ARGNO1S;SBJV;PRS,9,12
იწმინდება,V;ARGNO2S;SBJV;PRS,9,11
იწმინდება,V;ARGNO3S;SBJV;PRS,9,12
იწმინდება,V;ARGNO1P;SBJV;PRS,9,13
იწმინდება,V;ARGNO2P;SBJV;PRS,9,12
იწმინდება,V;ARGNO3P;SBJV;PRS,9,13
იწმინდება,V;ARGNO1S;IND;FUT,9,12
იწმინდება,V;ARGNO2S;IND;FUT,9,11
იწმინდება,V;ARGNO3S;IND;FUT,9,11
იწმინდება,V;ARGNO1P;IND;FUT,9,13
იწმინდება,V;ARGNO2P;IND;FUT,9,12
იწმინდება,V;ARGNO3P;IND;FUT,9,13
იწმინდება,V;ARGNO1S;COND,9,14
იწმინდება,V;ARGNO2S;COND,9,13
იწმინდება,V;ARGNO3S;COND,9,13
იწმინდება,V;ARGNO1P;COND,9,15
იწმინდება,V;ARGNO2P;COND,9,14
იწმინდება,V;ARGNO3P;COND,9,15
იწმინდება,V;ARGNO1S;SBJV;FUT,9,14
იწმინდება,V;ARGNO2S;SBJV;FUT,9,13
იწმინდება,V;ARGNO3S;SBJV;FUT,9,14
იწმინდება,V;ARGNO1P;SBJV;FUT,9,15
იწმინდება,V;ARGNO2P;SBJV;FUT,9,14
იწმინდება,V;ARGNO3P;SBJV;FUT,9,15
იწმინდება,V;ARGNO1S;IND;PST;PFV,9,10
იწმინდება,V;ARGNO2S;IND;PST;PFV,9,9
იწმინდება,V;ARGNO3S;IND;PST;PFV,9,9
იწმინდება,V;ARGNO1P;IND;PST;PFV,9,11
იწმინდება,V;ARGNO2P;IND;PST;PFV,9,10
იწმინდება,V;ARGNO3P;IND;PST;PFV,9,11
იწმინდება,V;ARGNO2S;IMP,9,9
იწმინდება,V;ARGNO2P;IMP,9,10
იწმინდება,V;ARGNO1S;OPT,9,10
იწმინდება,V;ARGNO2S;OPT,9,9
იწმინდება,V;ARGNO3S;OPT,9,10
იწმინდება,V;ARGNO1P;OPT,9,11
იწმინდება,V;ARGNO2P;OPT,9,10
იწმინდება,V;ARGNO3P;OPT,9,10
იწმინდება,V;ARGNO1P;IMP,9,11
იწმინდება,V;ARGNO3S;IMP,9,10
იწმინდება,V;ARGNO3P;IMP,9,10
იწმინდება,V;ARGNO1S;IND;PRF,9,13
იწმინდება,V;ARGNO2S;IND;PRF,9,12
იწმინდება,V;ARGNO3S;IND;PRF,9,10
იწმინდება,V;ARGNO1P;IND;PRF,9,14
იწმინდება,V;ARGNO2P;IND;PRF,9,13
იწმინდება,V;ARGNO3P;IND;PRF,9,11
იწმინდება,V;ARGNO1S;IND;PST;PRF,9,15
იწმინდება,V;ARGNO2S;IND;PST;PRF,9,14
იწმინდება,V;ARGNO3S;IND;PST;PRF,9,12
იწმინდება,V;ARGNO1P;IND;PST;PRF,9,16
იწმინდება,V;ARGNO2P;IND;PST;PRF,9,15
იწმინდება,V;ARGNO3P;IND;PST;PRF,9,15
იწმინდება,V;ARGNO1S;SBJV;PRF,9,13
იწმინდება,V;ARGNO2S;SBJV;PRF,9,12
იწმინდება,V;ARGNO3S;SBJV;PRF,9,13
იწმინდება,V;ARGNO1P;SBJV;PRF,9,14
იწმინდება,V;ARGNO2P;SBJV;PRF,9,13
იწმინდება,V;ARGNO3P;SBJV;PRF,9,13
იწმინდება,V;V.MSDR;IPFV,9,8
იხარშება,V;ARGNO1S;IND;PRS,8,9
იხარშება,V;ARGNO2S;IND;PRS,8,8
იხარშება,V;ARGNO3S;IND;PRS,8,8
იხარშება,V;ARGNO1P;IND;PRS,8,10
იხარშება,V;ARGNO2P;IND;PRS,8,9
იხარშება,V;ARGNO3P;IND;PRS,8,10
იხარშება,V;ARGNO1S;IND;IPFV,8,11
იხარშება,V;ARGNO2S;IND;IPFV,8,10
იხარშება,V;ARGNO3S;IND;IPFV,8,10
იხარშება,V;ARGNO1P;IND;IPFV,8,12
იხარშება,V;ARGNO2P;IND;IPFV,8,11
იხარშება,V;ARGNO3P;IND;IPFV,8,12
იხარშება,V;ARGNO1S;SBJV;PRS,8,11
იხარშება,V;ARGNO2S;SBJV;PRS,8,10
იხარშება,V;ARGNO3S;SBJV;PRS,8,11
იხარშება,V;ARGNO1P;SBJV;PRS,8,12
იხარშება,V;ARGNO2P;SBJV;PRS,8,11
იხარშება,V;ARGNO3P;SBJV;PRS,8,12
იხარშება,V;ARGNO1S;IND;FUT,8,11
იხარშება,V;ARGNO2S;IND;FUT,8,10
